ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
EX,2020-05-19,11,2,9,0,0
GA,2020-05-19,7,7,0,0,0
IB,2020-05-19,12,12,0,0,0
MC,2020-05-19,2,2,0,0,0
MD,2020-05-19,140,139,0,1,0
ML,2020-05-19,0,0,0,0,0
NC,2020-05-19,9,9,0,0,0
PV,2020-05-19,12,12,0,0,0
RI,2020-05-19,5,5,0,0,0
VC,2020-05-19,12,12,0,0,0
AN,2020-05-20,13,13,0,0,0
AR,2020-05-20,14,13,0,1,0
AS,2020-05-20,1,1,0,0,0
CB,2020-05-20,0,0,0,0,0
CE,2020-05-20,1,1,0,0,0
CL,2020-05-20,27,26,0,1,0
CM,2020-05-20,26,26,0,0,0
CN,2020-05-20,4,4,0,0,0
CT,2020-05-20,184,130,0,53,1
EX,2020-05-20,14,3,11,0,0
GA,2020-05-20,6,6,0,0,0
IB,2020-05-20,6,6,0,0,0
MC,2020-05-20,0,0,0,0,0
MD,2020-05-20,106,105,0,1,0
ML,2020-05-20,0,0,0,0,0
NC,2020-05-20,4,4,0,0,0
PV,2020-05-20,10,8,0,0,2
RI,2020-05-20,4,4,0,0,0
VC,2020-05-20,14,14,0,0,0
AN,2020-05-21,9,9,0,0,0
AR,2020-05-21,10,10,0,0,0
AS,2020-05-21,1,1,0,0,0
CB,2020-05-21,3,3,0,0,0
CE,2020-05-21,1,1,0,0,0
CL,2020-05-21,39,38,0,1,0
CM,2020-05-21,19,19,0,0,0
CN,2020-05-21,5,5,0,0,0
CT,2020-05-21,219,150,0,69,0
EX,2020-05-21,9,2,7,0,0
GA,2020-05-21,11,11,0,0,0
IB,2020-05-21,5,5,0,0,0
MC,2020-05-21,1,1,0,0,0
MD,2020-05-21,120,120,0,0,0
ML,2020-05-21,0,0,0,0,0
NC,2020-05-21,3,3,0,0,0
PV,2020-05-21,10,8,0,0,2
RI,2020-05-21,4,3,0,0,1
VC,2020-05-21,8,8,0,0,0
AN,2020-05-22,6,5,1,0,0
AR,2020-05-22,13,13,0,0,0
AS,2020-05-22,1,1,0,0,0
CB,2020-05-22,1,1,0,0,0
CE,2020-05-22,0,0,0,0,0
CL,2020-05-22,41,40,1,0,0
CM,2020-05-22,42,39,0,3,0
CN,2020-05-22,3,3,0,0,0
CT,2020-05-22,279,203,0,75,1
EX,2020-05-22,11,3,7,1,0
GA,2020-05-22,5,5,0,0,0
IB,2020-05-22,3,3,0,0,0
MC,2020-05-22,1,1,0,0,0
MD,2020-05-22,87,87,0,0,0
ML,2020-05-22,0,0,0,0,0
NC,2020-05-22,6,6,0,0,0
PV,2020-05-22,9,6,0,0,3
RI,2020-05-22,3,3,0,0,0
VC,2020-05-22,16,16,0,0,0
AN,2020-05-23,7,7,0,0,0
AR,2020-05-23,11,11,0,0,0
AS,2020-05-23,1,1,0,0,0
CB,2020-05-23,2,2,0,0,0
CE,2020-05-23,5,5,0,0,0
CL,2020-05-23,18,18,0,0,0
CM,2020-05-23,31,26,0,5,0
CN,2020-05-23,1,1,0,0,0
CT,2020-05-23,122,118,0,4,0
EX,2020-05-23,7,0,7,0,0
GA,2020-05-23,6,6,0,0,0
IB,2020-05-23,2,2,0,0,0
MC,2020-05-23,2,2,0,0,0
MD,2020-05-23,57,57,0,0,0
ML,2020-05-23,0,0,0,0,0
NC,2020-05-23,12,12,0,0,0
PV,2020-05-23,7,6,0,0,1
RI,2020-05-23,2,2,0,0,0
VC,2020-05-23,8,8,0,0,0
AN,2020-05-24,3,3,0,0,0
AR,2020-05-24,7,7,0,0,0
AS,2020-05-24,2,2,0,0,0
CB,2020-05-24,2,2,0,0,0
CE,2020-05-24,2,2,0,0,0
CL,2020-05-24,13,13,0,0,0
CM,2020-05-24,15,13,0,2,0
CN,2020-05-24,2,2,0,0,0
CT,2020-05-24,135,134,0,0,1
EX,2020-05-24,5,1,4,0,0
GA,2020-05-24,7,7,0,0,0
IB,2020-05-24,1,1,0,0,0
MC,2020-05-24,0,0,0,0,0
MD,2020-05-24,50,50,0,0,0
ML,2020-05-24,0,0,0,0,0
NC,2020-05-24,2,2,0,0,0
PV,2020-05-24,3,2,0,0,1
RI,2020-05-24,0,0,0,0,0
VC,2020-05-24,9,9,0,0,0
AN,2020-05-25,8,8,0,0,0
AR,2020-05-25,12,12,0,0,0
AS,2020-05-25,1,1,0,0,0
CB,2020-05-25,1,1,0,0,0
CE,2020-05-25,5,5,0,0,0
CL,2020-05-25,36,35,0,1,0
CM,2020-05-25,38,37,0,1,0
CN,2020-05-25,4,4,0,0,0
CT,2020-05-25,227,164,0,63,0
EX,2020-05-25,5,5,0,0,0
GA,2020-05-25,5,4,1,0,0
IB,2020-05-25,3,3,0,0,0
MC,2020-05-25,1,1,0,0,0
MD,2020-05-25,146,146,0,0,0
ML,2020-05-25,0,0,0,0,0
NC,2020-05-25,5,5,0,0,0
PV,2020-05-25,6,6,0,0,0
RI,2020-05-25,4,3,0,0,1
VC,2020-05-25,5,5,0,0,0
AN,2020-05-26,8,8,0,0,0
AR,2020-05-26,11,11,0,0,0
AS,2020-05-26,2,2,0,0,0
CB,2020-05-26,4,4,0,0,0
CE,2020-05-26,1,1,0,0,0
CL,2020-05-26,47,46,1,0,0
CM,2020-05-26,37,34,0,3,0
CN,2020-05-26,3,3,0,0,0
CT,2020-05-26,204,144,0,59,1
EX,2020-05-26,13,2,11,0,0
GA,2020-05-26,3,3,0,0,0
IB,2020-05-26,4,4,0,0,0
MC,2020-05-26,0,0,0,0,0
MD,2020-05-26,161,161,0,0,0
ML,2020-05-26,0,0,0,0,0
NC,2020-05-26,4,4,0,0,0
PV,2020-05-26,10,9,0,0,1
RI,2020-05-26,0,0,0,0,0
VC,2020-05-26,13,13,0,0,0
AN,2020-05-27,11,11,0,0,0
AR,2020-05-27,14,14,0,0,0
AS,2020-05-27,0,0,0,0,0
CB,2020-05-27,2,2,0,0,0
CE,2020-05-27,2,2,0,0,0
CL,2020-05-27,26,26,0,0,0
CM,2020-05-27,36,36,0,0,0
CN,2020-05-27,2,2,0,0,0
CT,2020-05-27,158,113,0,45,0
EX,2020-05-27,8,2,6,0,0
GA,2020-05-27,0,0,0,0,0
IB,2020-05-27,3,3,0,0,0
MC,2020-05-27,4,4,0,0,0
MD,2020-05-27,92,92,0,0,0
ML,2020-05-27,0,0,0,0,0
NC,2020-05-27,11,11,0,0,0
PV,2020-05-27,2,2,0,0,0
RI,2020-05-27,1,1,0,0,0
VC,2020-05-27,16,16,0,0,0
AN,2020-05-28,7,7,0,0,0
AR,2020-05-28,6,6,0,0,0
AS,2020-05-28,0,0,0,0,0
CB,2020-05-28,1,1,0,0,0
CE,2020-05-28,5,5,0,0,0
CL,2020-05-28,44,44,0,0,0
CM,2020-05-28,35,34,0,1,0
CN,2020-05-28,7,7,0,0,0
CT,2020-05-28,213,150,0,63,0
EX,2020-05-28,0,0,0,0,0
GA,2020-05-28,2,2,0,0,0
IB,2020-05-28,14,13,1,0,0
MC,2020-05-28,2,2,0,0,0
MD,2020-05-28,127,126,0,1,0
ML,2020-05-28,0,0,0,0,0
NC,2020-05-28,9,9,0,0,0
PV,2020-05-28,6,4,0,0,2
RI,2020-05-28,1,1,0,0,0
VC,2020-05-28,9,9,0,0,0
AN,2020-05-29,13,13,0,0,0
AR,2020-05-29,11,10,0,1,0
AS,2020-05-29,13,13,0,0,0
CB,2020-05-29,3,3,0,0,0
CE,2020-05-29,2,2,0,0,0
CL,2020-05-29,46,45,0,1,0
CM,2020-05-29,27,27,0,0,0
CN,2020-05-29,7,7,0,0,0
CT,2020-05-29,180,135,0,44,1
EX,2020-05-29,8,3,5,0,0
GA,2020-05-29,4,3,1,0,0
IB,2020-05-29,5,4,1,0,0
MC,2020-05-29,1,1,0,0,0
MD,2020-05-29,122,121,0,1,0
ML,2020-05-29,0,0,0,0,0
NC,2020-05-29,5,5,0,0,0
PV,2020-05-29,4,3,0,0,1
RI,2020-05-29,2,2,0,0,0
VC,2020-05-29,9,9,0,0,0
AN,2020-05-30,13,13,0,0,0
AR,2020-05-30,4,4,0,0,0
AS,2020-05-30,4,4,0,0,0
CB,2020-05-30,2,2,0,0,0
CE,2020-05-30,3,3,0,0,0
CL,2020-05-30,37,37,0,0,0
CM,2020-05-30,27,24,0,3,0
CN,2020-05-30,3,3,0,0,0
CT,2020-05-30,94,90,0,4,0
EX,2020-05-30,8,2,6,0,0
GA,2020-05-30,1,1,0,0,0
IB,2020-05-30,1,1,0,0,0
MC,2020-05-30,1,1,0,0,0
MD,2020-05-30,56,55,0,1,0
ML,2020-05-30,0,0,0,0,0
NC,2020-05-30,7,7,0,0,0
PV,2020-05-30,7,3,0,0,4
RI,2020-05-30,1,1,0,0,0
VC,2020-05-30,5,5,0,0,0
AN,2020-05-31,9,9,0,0,0
AR,2020-05-31,7,7,0,0,0
AS,2020-05-31,3,3,0,0,0
CB,2020-05-31,1,1,0,0,0
CE,2020-05-31,1,1,0,0,0
CL,2020-05-31,19,19,0,0,0
CM,2020-05-31,12,10,0,2,0
CN,2020-05-31,1,1,0,0,0
CT,2020-05-31,53,53,0,0,0
EX,2020-05-31,2,1,1,0,0
GA,2020-05-31,1,1,0,0,0
IB,2020-05-31,2,2,0,0,0
MC,2020-05-31,0,0,0,0,0
MD,2020-05-31,78,75,0,3,0
ML,2020-05-31,0,0,0,0,0
NC,2020-05-31,3,3,0,0,0
PV,2020-05-31,0,0,0,0,0
RI,2020-05-31,0,0,0,0,0
VC,2020-05-31,7,7,0,0,0
AN,2020-06-01,18,18,0,0,0
AR,2020-06-01,7,7,0,0,0
AS,2020-06-01,0,0,0,0,0
CB,2020-06-01,4,4,0,0,0
CE,2020-06-01,4,4,0,0,0
CL,2020-06-01,28,28,0,0,0
CM,2020-06-01,24,24,0,0,0
CN,2020-06-01,4,4,0,0,0
CT,2020-06-01,91,86,0,5,0
EX,2020-06-01,4,3,1,0,0
GA,2020-06-01,2,2,0,0,0
IB,2020-06-01,4,3,1,0,0
MC,2020-06-01,4,4,0,0,0
MD,2020-06-01,155,154,0,1,0
ML,2020-06-01,1,1,0,0,0
NC,2020-06-01,1,1,0,0,0
PV,2020-06-01,7,7,0,0,0
RI,2020-06-01,3,3,0,0,0
VC,2020-06-01,15,15,0,0,0
AN,2020-06-02,5,5,0,0,0
AR,2020-06-02,17,17,0,0,0
AS,2020-06-02,0,0,0,0,0
CB,2020-06-02,2,2,0,0,0
CE,2020-06-02,2,2,0,0,0
CL,2020-06-02,19,19,0,0,0
CM,2020-06-02,25,18,0,7,0
CN,2020-06-02,4,4,0,0,0
CT,2020-06-02,114,99,0,15,0
EX,2020-06-02,10,4,5,1,0
GA,2020-06-02,1,1,0,0,0
IB,2020-06-02,7,7,0,0,0
MC,2020-06-02,2,2,0,0,0
MD,2020-06-02,119,118,0,1,0
ML,2020-06-02,0,0,0,0,0
NC,2020-06-02,3,3,0,0,0
PV,2020-06-02,11,10,0,0,1
RI,2020-06-02,1,1,0,0,0
VC,2020-06-02,19,19,0,0,0
AN,2020-06-03,15,15,0,0,0
AR,2020-06-03,6,6,0,0,0
AS,2020-06-03,1,1,0,0,0
CB,2020-06-03,0,0,0,0,0
CE,2020-06-03,4,4,0,0,0
CL,2020-06-03,27,27,0,0,0
CM,2020-06-03,40,39,0,1,0
CN,2020-06-03,4,4,0,0,0
CT,2020-06-03,130,105,0,25,0
EX,2020-06-03,6,0,6,0,0
GA,2020-06-03,0,0,0,0,0
IB,2020-06-03,3,3,0,0,0
MC,2020-06-03,2,2,0,0,0
MD,2020-06-03,144,142,0,2,0
ML,2020-06-03,0,0,0,0,0
NC,2020-06-03,6,6,0,0,0
PV,2020-06-03,10,7,0,0,3
RI,2020-06-03,2,2,0,0,0
VC,2020-06-03,11,11,0,0,0
AN,2020-06-04,5,5,0,0,0
AR,2020-06-04,9,9,0,0,0
AS,2020-06-04,0,0,0,0,0
CB,2020-06-04,1,1,0,0,0
CE,2020-06-04,0,0,0,0,0
CL,2020-06-04,27,25,0,2,0
CM,2020-06-04,37,31,0,6,0
CN,2020-06-04,1,1,0,0,0
CT,2020-06-04,131,97,0,34,0
EX,2020-06-04,4,3,1,0,0
GA,2020-06-04,2,2,0,0,0
IB,2020-06-04,6,6,0,0,0
MC,2020-06-04,2,2,0,0,0
MD,2020-06-04,108,108,0,0,0
ML,2020-06-04,0,0,0,0,0
NC,2020-06-04,7,7,0,0,0
PV,2020-06-04,8,6,0,0,2
RI,2020-06-04,2,2,0,0,0
VC,2020-06-04,9,9,0,0,0
AN,2020-06-05,12,12,0,0,0
AR,2020-06-05,5,5,0,0,0
AS,2020-06-05,2,2,0,0,0
CB,2020-06-05,2,2,0,0,0
CE,2020-06-05,0,0,0,0,0
CL,2020-06-05,36,36,0,0,0
CM,2020-06-05,32,32,0,0,0
CN,2020-06-05,1,1,0,0,0
CT,2020-06-05,174,151,0,23,0
EX,2020-06-05,0,0,0,0,0
GA,2020-06-05,4,4,0,0,0
IB,2020-06-05,3,3,0,0,0
MC,2020-06-05,1,1,0,0,0
MD,2020-06-05,138,137,0,1,0
ML,2020-06-05,0,0,0,0,0
NC,2020-06-05,6,6,0,0,0
PV,2020-06-05,11,9,0,0,2
RI,2020-06-05,2,2,0,0,0
VC,2020-06-05,8,8,0,0,0
AN,2020-06-06,6,6,0,0,0
AR,2020-06-06,5,5,0,0,0
AS,2020-06-06,2,2,0,0,0
CB,2020-06-06,0,0,0,0,0
CE,2020-06-06,0,0,0,0,0
CL,2020-06-06,11,11,0,0,0
CM,2020-06-06,18,18,0,0,0
CN,2020-06-06,4,4,0,0,0
CT,2020-06-06,68,66,0,2,0
EX,2020-06-06,0,0,0,0,0
GA,2020-06-06,1,1,0,0,0
IB,2020-06-06,2,2,0,0,0
MC,2020-06-06,3,3,0,0,0
MD,2020-06-06,74,73,0,1,0
ML,2020-06-06,0,0,0,0,0
NC,2020-06-06,1,1,0,0,0
PV,2020-06-06,12,10,0,0,2
RI,2020-06-06,2,2,0,0,0
VC,2020-06-06,8,8,0,0,0
AN,2020-06-07,2,2,0,0,0
AR,2020-06-07,4,4,0,0,0
AS,2020-06-07,1,1,0,0,0
CB,2020-06-07,3,3,0,0,0
CE,2020-06-07,0,0,0,0,0
CL,2020-06-07,13,13,0,0,0
CM,2020-06-07,11,11,0,0,0
CN,2020-06-07,1,1,0,0,0
CT,2020-06-07,57,54,0,2,1
EX,2020-06-07,4,1,3,0,0
GA,2020-06-07,2,1,0,0,1
IB,2020-06-07,3,3,0,0,0
MC,2020-06-07,0,0,0,0,0
MD,2020-06-07,61,58,0,3,0
ML,2020-06-07,0,0,0,0,0
NC,2020-06-07,2,2,0,0,0
PV,2020-06-07,20,12,0,0,8
RI,2020-06-07,1,1,0,0,0
VC,2020-06-07,7,7,0,0,0
AN,2020-06-08,6,6,0,0,0
AR,2020-06-08,5,5,0,0,0
AS,2020-06-08,0,0,0,0,0
CB,2020-06-08,1,1,0,0,0
CE,2020-06-08,0,0,0,0,0
CL,2020-06-08,33,33,0,0,0
CM,2020-06-08,32,31,0,1,0
CN,2020-06-08,2,2,0,0,0
CT,2020-06-08,111,96,0,15,0
EX,2020-06-08,1,1,0,0,0
GA,2020-06-08,4,4,0,0,0
IB,2020-06-08,2,2,0,0,0
MC,2020-06-08,2,2,0,0,0
MD,2020-06-08,136,131,0,5,0
ML,2020-06-08,0,0,0,0,0
NC,2020-06-08,0,0,0,0,0
PV,2020-06-08,15,14,0,0,1
RI,2020-06-08,0,0,0,0,0
VC,2020-06-08,5,5,0,0,0
AN,2020-06-09,8,8,0,0,0
AR,2020-06-09,10,10,0,0,0
AS,2020-06-09,0,0,0,0,0
CB,2020-06-09,0,0,0,0,0
CE,2020-06-09,0,0,0,0,0
CL,2020-06-09,27,26,0,1,0
CM,2020-06-09,23,23,0,0,0
CN,2020-06-09,2,2,0,0,0
CT,2020-06-09,88,57,0,31,0
EX,2020-06-09,2,2,0,0,0
GA,2020-06-09,3,3,0,0,0
IB,2020-06-09,1,1,0,0,0
MC,2020-06-09,2,2,0,0,0
MD,2020-06-09,111,109,0,2,0
ML,2020-06-09,1,1,0,0,0
NC,2020-06-09,5,5,0,0,0
PV,2020-06-09,12,11,0,0,1
RI,2020-06-09,1,1,0,0,0
VC,2020-06-09,8,8,0,0,0
AN,2020-06-10,6,6,0,0,0
AR,2020-06-10,2,2,0,0,0
AS,2020-06-10,0,0,0,0,0
CB,2020-06-10,1,0,1,0,0
CE,2020-06-10,0,0,0,0,0
CL,2020-06-10,17,16,0,1,0
CM,2020-06-10,23,21,0,2,0
CN,2020-06-10,1,1,0,0,0
CT,2020-06-10,125,79,0,46,0
EX,2020-06-10,1,1,0,0,0
GA,2020-06-10,0,0,0,0,0
IB,2020-06-10,3,3,0,0,0
MC,2020-06-10,1,1,0,0,0
MD,2020-06-10,114,114,0,0,0
ML,2020-06-10,0,0,0,0,0
NC,2020-06-10,4,4,0,0,0
PV,2020-06-10,8,8,0,0,0
RI,2020-06-10,0,0,0,0,0
VC,2020-06-10,4,4,0,0,0
AN,2020-06-11,4,4,0,0,0
AR,2020-06-11,5,5,0,0,0
AS,2020-06-11,3,3,0,0,0
CB,2020-06-11,3,3,0,0,0
CE,2020-06-11,0,0,0,0,0
CL,2020-06-11,17,17,0,0,0
CM,2020-06-11,8,7,0,1,0
CN,2020-06-11,2,2,0,0,0
CT,2020-06-11,110,69,0,41,0
EX,2020-06-11,0,0,0,0,0
GA,2020-06-11,1,1,0,0,0
IB,2020-06-11,4,4,0,0,0
MC,2020-06-11,0,0,0,0,0
MD,2020-06-11,98,97,0,1,0
ML,2020-06-11,0,0,0,0,0
NC,2020-06-11,1,1,0,0,0
PV,2020-06-11,10,10,0,0,0
RI,2020-06-11,1,1,0,0,0
VC,2020-06-11,11,11,0,0,0
AN,2020-06-12,4,4,0,0,0
AR,2020-06-12,3,3,0,0,0
AS,2020-06-12,0,0,0,0,0
CB,2020-06-12,2,2,0,0,0
CE,2020-06-12,0,0,0,0,0
CL,2020-06-12,21,20,0,1,0
CM,2020-06-12,19,18,0,1,0
CN,2020-06-12,4,4,0,0,0
CT,2020-06-12,110,83,0,27,0
EX,2020-06-12,1,1,0,0,0
GA,2020-06-12,3,3,0,0,0
IB,2020-06-12,7,7,0,0,0
MC,2020-06-12,0,0,0,0,0
MD,2020-06-12,121,121,0,0,0
ML,2020-06-12,0,0,0,0,0
NC,2020-06-12,1,1,0,0,0
PV,2020-06-12,16,16,0,0,0
RI,2020-06-12,0,0,0,0,0
VC,2020-06-12,11,11,0,0,0
AN,2020-06-13,4,4,0,0,0
AR,2020-06-13,4,4,0,0,0
AS,2020-06-13,0,0,0,0,0
CB,2020-06-13,1,1,0,0,0
CE,2020-06-13,0,0,0,0,0
CL,2020-06-13,12,11,0,1,0
CM,2020-06-13,7,7,0,0,0
CN,2020-06-13,2,2,0,0,0
CT,2020-06-13,37,34,0,3,0
EX,2020-06-13,1,1,0,0,0
GA,2020-06-13,0,0,0,0,0
IB,2020-06-13,2,2,0,0,0
MC,2020-06-13,1,1,0,0,0
MD,2020-06-13,25,24,0,1,0
ML,2020-06-13,0,0,0,0,0
NC,2020-06-13,1,1,0,0,0
PV,2020-06-13,10,10,0,0,0
RI,2020-06-13,2,2,0,0,0
VC,2020-06-13,3,3,0,0,0
AN,2020-06-14,4,4,0,0,0
AR,2020-06-14,2,1,0,1,0
AS,2020-06-14,0,0,0,0,0
CB,2020-06-14,2,2,0,0,0
CE,2020-06-14,0,0,0,0,0
CL,2020-06-14,7,5,0,2,0
CM,2020-06-14,10,10,0,0,0
CN,2020-06-14,1,1,0,0,0
CT,2020-06-14,44,43,0,1,0
EX,2020-06-14,0,0,0,0,0
GA,2020-06-14,1,1,0,0,0
IB,2020-06-14,4,4,0,0,0
MC,2020-06-14,3,3,0,0,0
MD,2020-06-14,46,45,0,1,0
ML,2020-06-14,0,0,0,0,0
NC,2020-06-14,2,2,0,0,0
PV,2020-06-14,7,7,0,0,0
RI,2020-06-14,1,1,0,0,0
VC,2020-06-14,1,1,0,0,0
AN,2020-06-15,7,7,0,0,0
AR,2020-06-15,6,6,0,0,0
AS,2020-06-15,0,0,0,0,0
CB,2020-06-15,1,1,0,0,0
CE,2020-06-15,0,0,0,0,0
CL,2020-06-15,15,15,0,0,0
CM,2020-06-15,16,16,0,0,0
CN,2020-06-15,1,1,0,0,0
CT,2020-06-15,81,59,0,22,0
EX,2020-06-15,5,5,0,0,0
GA,2020-06-15,3,3,0,0,0
IB,2020-06-15,3,3,0,0,0
MC,2020-06-15,2,2,0,0,0
MD,2020-06-15,125,124,0,1,0
ML,2020-06-15,1,1,0,0,0
NC,2020-06-15,4,4,0,0,0
PV,2020-06-15,15,15,0,0,0
RI,2020-06-15,0,0,0,0,0
VC,2020-06-15,11,11,0,0,0
AN,2020-06-16,10,10,0,0,0
AR,2020-06-16,11,11,0,0,0
AS,2020-06-16,1,1,0,0,0
CB,2020-06-16,2,2,0,0,0
CE,2020-06-16,0,0,0,0,0
CL,2020-06-16,42,41,0,1,0
CM,2020-06-16,21,21,0,0,0
CN,2020-06-16,3,3,0,0,0
CT,2020-06-16,82,68,0,14,0
EX,2020-06-16,2,2,0,0,0
GA,2020-06-16,1,1,0,0,0
IB,2020-06-16,4,4,0,0,0
MC,2020-06-16,1,1,0,0,0
MD,2020-06-16,54,54,0,0,0
ML,2020-06-16,0,0,0,0,0
NC,2020-06-16,12,12,0,0,0
PV,2020-06-16,10,10,0,0,0
RI,2020-06-16,1,1,0,0,0
VC,2020-06-16,10,10,0,0,0
AN,2020-06-17,10,10,0,0,0
AR,2020-06-17,6,6,0,0,0
AS,2020-06-17,0,0,0,0,0
CB,2020-06-17,3,3,0,0,0
CE,2020-06-17,0,0,0,0,0
CL,2020-06-17,18,18,0,0,0
CM,2020-06-17,15,15,0,0,0
CN,2020-06-17,14,14,0,0,0
CT,2020-06-17,97,81,0,16,0
EX,2020-06-17,7,7,0,0,0
GA,2020-06-17,4,4,0,0,0
IB,2020-06-17,4,4,0,0,0
MC,2020-06-17,2,2,0,0,0
MD,2020-06-17,81,81,0,0,0
ML,2020-06-17,0,0,0,0,0
NC,2020-06-17,3,3,0,0,0
PV,2020-06-17,8,8,0,0,0
RI,2020-06-17,0,0,0,0,0
VC,2020-06-17,8,8,0,0,0
AN,2020-06-18,25,25,0,0,0
AR,2020-06-18,15,15,0,0,0
AS,2020-06-18,0,0,0,0,0
CB,2020-06-18,5,5,0,0,0
CE,2020-06-18,0,0,0,0,0
CL,2020-06-18,12,11,0,1,0
CM,2020-06-18,11,11,0,0,0
CN,2020-06-18,0,0,0,0,0
CT,2020-06-18,104,89,0,15,0
EX,2020-06-18,4,4,0,0,0
GA,2020-06-18,2,2,0,0,0
IB,2020-06-18,5,5,0,0,0
MC,2020-06-18,2,2,0,0,0
MD,2020-06-18,71,71,0,0,0
ML,2020-06-18,0,0,0,0,0
NC,2020-06-18,6,6,0,0,0
PV,2020-06-18,11,11,0,0,0
RI,2020-06-18,1,1,0,0,0
VC,2020-06-18,8,8,0,0,0
AN,2020-06-19,11,11,0,0,0
AR,2020-06-19,23,23,0,0,0
AS,2020-06-19,0,0,0,0,0
CB,2020-06-19,0,0,0,0,0
CE,2020-06-19,0,0,0,0,0
CL,2020-06-19,14,13,0,1,0
CM,2020-06-19,11,11,0,0,0
CN,2020-06-19,1,1,0,0,0
CT,2020-06-19,95,80,0,15,0
EX,2020-06-19,2,2,0,0,0
GA,2020-06-19,2,2,0,0,0
IB,2020-06-19,8,8,0,0,0
MC,2020-06-19,3,3,0,0,0
MD,2020-06-19,59,59,0,0,0
ML,2020-06-19,0,0,0,0,0
NC,2020-06-19,9,9,0,0,0
PV,2020-06-19,11,11,0,0,0
RI,2020-06-19,0,0,0,0,0
VC,2020-06-19,11,11,0,0,0
AN,2020-06-20,15,15,0,0,0
AR,2020-06-20,29,29,0,0,0
AS,2020-06-20,0,0,0,0,0
CB,2020-06-20,3,3,0,0,0
CE,2020-06-20,0,0,0,0,0
CL,2020-06-20,18,17,0,1,0
CM,2020-06-20,15,15,0,0,0
CN,2020-06-20,11,11,0,0,0
CT,2020-06-20,86,84,0,2,0
EX,2020-06-20,1,1,0,0,0
GA,2020-06-20,2,2,0,0,0
IB,2020-06-20,3,3,0,0,0
MC,2020-06-20,3,3,0,0,0
MD,2020-06-20,39,39,0,0,0
ML,2020-06-20,0,0,0,0,0
NC,2020-06-20,4,4,0,0,0
PV,2020-06-20,4,4,0,0,0
RI,2020-06-20,1,1,0,0,0
VC,2020-06-20,5,5,0,0,0
AN,2020-06-21,10,10,0,0,0
AR,2020-06-21,38,37,0,1,0
AS,2020-06-21,0,0,0,0,0
CB,2020-06-21,2,2,0,0,0
CE,2020-06-21,0,0,0,0,0
CL,2020-06-21,6,6,0,0,0
CM,2020-06-21,8,8,0,0,0
CN,2020-06-21,2,2,0,0,0
CT,2020-06-21,77,76,0,1,0
EX,2020-06-21,5,5,0,0,0
GA,2020-06-21,6,6,0,0,0
IB,2020-06-21,2,2,0,0,0
MC,2020-06-21,5,5,0,0,0
MD,2020-06-21,29,29,0,0,0
ML,2020-06-21,2,2,0,0,0
NC,2020-06-21,15,15,0,0,0
PV,2020-06-21,6,6,0,0,0
RI,2020-06-21,0,0,0,0,0
VC,2020-06-21,10,10,0,0,0
AN,2020-06-22,17,17,0,0,0
AR,2020-06-22,45,45,0,0,0
AS,2020-06-22,0,0,0,0,0
CB,2020-06-22,1,1,0,0,0
CE,2020-06-22,0,0,0,0,0
CL,2020-06-22,14,14,0,0,0
CM,2020-06-22,13,13,0,0,0
CN,2020-06-22,0,0,0,0,0
CT,2020-06-22,116,93,0,23,0
EX,2020-06-22,1,1,0,0,0
GA,2020-06-22,0,0,0,0,0
IB,2020-06-22,1,1,0,0,0
MC,2020-06-22,4,4,0,0,0
MD,2020-06-22,37,37,0,0,0
ML,2020-06-22,0,0,0,0,0
NC,2020-06-22,18,18,0,0,0
PV,2020-06-22,8,8,0,0,0
RI,2020-06-22,0,0,0,0,0
VC,2020-06-22,7,7,0,0,0
AN,2020-06-23,13,13,0,0,0
AR,2020-06-23,28,28,0,0,0
AS,2020-06-23,0,0,0,0,0
CB,2020-06-23,2,2,0,0,0
CE,2020-06-23,0,0,0,0,0
CL,2020-06-23,29,28,0,1,0
CM,2020-06-23,23,23,0,0,0
CN,2020-06-23,7,7,0,0,0
CT,2020-06-23,126,105,0,21,0
EX,2020-06-23,6,5,1,0,0
GA,2020-06-23,6,6,0,0,0
IB,2020-06-23,5,5,0,0,0
MC,2020-06-23,5,5,0,0,0
MD,2020-06-23,45,45,0,0,0
ML,2020-06-23,0,0,0,0,0
NC,2020-06-23,8,8,0,0,0
PV,2020-06-23,6,6,0,0,0
RI,2020-06-23,1,1,0,0,0
VC,2020-06-23,12,12,0,0,0
AN,2020-06-24,97,97,0,0,0
AR,2020-06-24,59,58,0,1,0
AS,2020-06-24,0,0,0,0,0
CB,2020-06-24,2,2,0,0,0
CE,2020-06-24,0,0,0,0,0
CL,2020-06-24,14,14,0,0,0
CM,2020-06-24,21,21,0,0,0
CN,2020-06-24,1,1,0,0,0
CT,2020-06-24,94,94,0,0,0
EX,2020-06-24,1,1,0,0,0
GA,2020-06-24,3,3,0,0,0
IB,2020-06-24,3,3,0,0,0
MC,2020-06-24,7,7,0,0,0
MD,2020-06-24,42,42,0,0,0
ML,2020-06-24,0,0,0,0,0
NC,2020-06-24,11,11,0,0,0
PV,2020-06-24,13,13,0,0,0
RI,2020-06-24,1,1,0,0,0
VC,2020-06-24,6,6,0,0,0
AN,2020-06-25,22,22,0,0,0
AR,2020-06-25,44,44,0,0,0
